school,school_id,division,level,year,region
Century,centurycollege,njcaa-3,NJCAA,2021,13
Coastal Bend,coastalbendcollege,njcaa-3,NJCAA,2021,NA
Columbia-Greene,columbiagreenecommunitycollege,njcaa-3,NJCAA,2021,3
Corning,corningcommunitycollege,njcaa-3,NJCAA,2021,3
Dallas College - Brookhaven,brookhavencollege,njcaa-3,NJCAA,2021,5
Dallas College - Cedar Valley,dallascollegecedarvalley,njcaa-3,NJCAA,2021,5
Dallas College - Eastfield,dallascollegeeastfield,njcaa-3,NJCAA,2021,5
Dallas College - Mountain View,mountainviewcollege,njcaa-3,NJCAA,2021,5
Dallas College - North Lake,dallascollegenorthlake,njcaa-3,NJCAA,2021,5
Dallas College - Richland,richlandcollege,njcaa-3,NJCAA,2021,5
Delaware County,delawarecountycommunitycollege,njcaa-3,NJCAA,2021,19
Delta,deltacollege,njcaa-3,NJCAA,2021,12
DuPage,collegeofdupage,njcaa-3,NJCAA,2021,4
Elgin,elgincommunitycollege,njcaa-3,NJCAA,2021,NA
Erie,eriecommunitycollege,njcaa-3,NJCAA,2021,3
Finger Lakes,fingerlakescommunitycollege,njcaa-3,NJCAA,2021,3
Fond du Lac Tribal & CC,fonddulactribalcommunitycollege,njcaa-3,NJCAA,2021,NA
Fulton-Montgomery,fultonmontgomerycommunitycollege,njcaa-3,NJCAA,2021,3
Genesee,geneseecommunitycollege,njcaa-3,NJCAA,2021,3
Harper,harpercollege,njcaa-3,NJCAA,2021,4
Herkimer,herkimercollege,njcaa-3,NJCAA,2021,3
Holyoke,holyokecommunitycollege,njcaa-3,NJCAA,2021,21
Hudson Valley,hudsonvalleycommunitycollege,njcaa-3,NJCAA,2021,3
Illinois Valley,illinoisvalleycommunitycollege,njcaa-3,NJCAA,2021,NA
Jamestown,jamestowncommunitycollege,njcaa-3,NJCAA,2021,3
Jefferson (NY),jeffersoncommunitycollege,njcaa-3,NJCAA,2021,3
Joliet,jolietjuniorcollege,njcaa-3,NJCAA,2021,4
Kingsborough,kingsboroughcommunitycollege,njcaa-3,NJCAA,2021,15
Lorain County,loraincountycommunitycollege,njcaa-3,NJCAA,2021,12
Luzerne County,luzernecountycommunitycollege,njcaa-3,NJCAA,2021,19
MassBay,massbaycommunitycollege,njcaa-3,NJCAA,2021,NA
Massasoit,massasoitcommunitycollege,njcaa-3,NJCAA,2021,21
Middlesex College,middlesexcountycollege,njcaa-3,NJCAA,2021,19
Milwaukee Area Tech,milwaukeeareatechnicalcollege,njcaa-3,NJCAA,2021,4
Minnesota North College - Hibbing,hibbingcommunitycollege,njcaa-3,NJCAA,2021,13
Minnesota North College - Itasca,itascacommunitycollege,njcaa-3,NJCAA,2021,13
Minnesota North College - Mesabi Range,mesabirangectc,njcaa-3,NJCAA,2021,13
Minnesota North College - Rainy River,rainyrivercommunitycollege,njcaa-3,NJCAA,2021,13
Minnesota North College - Vermilion,vermilioncommunitycollege,njcaa-3,NJCAA,2021,13
Minnesota State,minnesotastatecommunityandtechnical,njcaa-3,NJCAA,2021,13
Minnesota West,minnesotawestcommunitytechnicalcol,njcaa-3,NJCAA,2021,13
Mohawk Valley,mohawkvalleycommunitycollege,njcaa-3,NJCAA,2021,3
Monroe College - Bronx,monroecollegebronx,njcaa-3,NJCAA,2021,15
Montgomery County,montgomerycountycommunitycollegepa,njcaa-3,NJCAA,2021,19
Nassau,nassaucommunitycollege,njcaa-3,NJCAA,2021,15
Niagara County,niagaracountycommunitycollege,njcaa-3,NJCAA,2021,3
North Arkansas,northarkansascollege,njcaa-3,NJCAA,2021,2
North Dakota SCS,northdakotastatecollegeofscience,njcaa-3,NJCAA,2021,13
Northampton,northamptoncommunitycollege,njcaa-3,NJCAA,2021,19
Northern Essex,northernessexcommunitycollege,njcaa-3,NJCAA,2021,21
Northland,northlandcommunitytechnicalcollege,njcaa-3,NJCAA,2021,13
Oakton,oaktoncommunitycollege,njcaa-3,NJCAA,2021,4
Ocean County,oceancountycollege,njcaa-3,NJCAA,2021,19
Onondaga,onondagacommunitycollege,njcaa-3,NJCAA,2021,3
Owens,owenscommunitycollege,njcaa-3,NJCAA,2021,12
Prince George's,princegeorgescommunitycollege,njcaa-3,NJCAA,2021,20
Queensborough,queensboroughcommunitycollege,njcaa-3,NJCAA,2021,15
Quinsigamond,quinsigamondcommunitycollege,njcaa-3,NJCAA,2021,21
RCSJ Cumberland,rowancollegeofsouthjerseycumberland,njcaa-3,NJCAA,2021,19
RCSJ Gloucester,rowancollegesouthjerseygloucester,njcaa-3,NJCAA,2021,19
Rhode Island,communitycollegeofrhodeisland,njcaa-3,NJCAA,2021,21
Ridgewater,ridgewatercollege,njcaa-3,NJCAA,2021,13
Riverland,riverlandcommunitycollege,njcaa-3,NJCAA,2021,13
Rochester,rochestercommunityandtechnicalcolleg,njcaa-3,NJCAA,2021,13
Rock Valley,rockvalleycollege,njcaa-3,NJCAA,2021,NA
Rockingham,rockinghamcommunitycollege,njcaa-3,NJCAA,2021,10
SUNY Adirondack,sunyadirondack,njcaa-3,NJCAA,2021,3
SUNY Broome,sunybroomecommunitycollege,njcaa-3,NJCAA,2021,3
Salem,salemcommunitycollege,njcaa-3,NJCAA,2021,19
Schenectady County,schenectadycountycommunitycollege,njcaa-3,NJCAA,2021,3
St. Cloud Tech,stcloudtechnicalcommunitycollege,njcaa-3,NJCAA,2021,13
Suffolk County,suffolkcc,njcaa-3,NJCAA,2021,15
Surry,surrycommunitycollege,njcaa-3,NJCAA,2021,10
Tompkins Cortland,tompkinscortlandcommunitycollege,njcaa-3,NJCAA,2021,3
Tyler,tylerjuniorcollege,njcaa-3,NJCAA,2021,NA
Union,unioncountycollege,njcaa-3,NJCAA,2021,19
Virginia Peninsula Community College,thomasnelsoncommunitycollege,njcaa-3,NJCAA,2021,10
Waubonsee,waubonseecommunitycollege,njcaa-3,NJCAA,2021,4
Western Tech,westerntechnicalcollege,njcaa-3,NJCAA,2021,13
Westmoreland,westmorelandcountycommunitycollege,njcaa-3,NJCAA,2021,20
Anoka-Ramsey,anokaramseycommunitycollege,njcaa-3,NJCAA,2022,13
Atlantic Cape,atlanticcapecommunitycollege,njcaa-3,NJCAA,2022,19
Bergen,bergencommunitycollege,njcaa-3,NJCAA,2022,19
Borough of Manhattan,boroughofmanhattancommunitycollege,njcaa-3,NJCAA,2022,15
Bronx,bronxcommunitycollege,njcaa-3,NJCAA,2022,15
Brookdale,brookdalecommunitycollege,njcaa-3,NJCAA,2022,19
Butler County,butlercountycommunitycollegepa,njcaa-3,NJCAA,2022,20
CC of Allegheny County,ccofalleghenycounty,njcaa-3,NJCAA,2022,20
Caldwell Tech,caldwellcommunitycollegetechnicali,njcaa-3,NJCAA,2022,10
Camden County,camdencountycollege,njcaa-3,NJCAA,2022,19
Cayuga,cayugacommunitycollege,njcaa-3,NJCAA,2022,3
Central Lakes,centrallakescollegebrainerd,njcaa-3,NJCAA,2022,13
Century,centurycollege,njcaa-3,NJCAA,2022,13
Columbia-Greene,columbiagreenecommunitycollege,njcaa-3,NJCAA,2022,3
Corning,corningcommunitycollege,njcaa-3,NJCAA,2022,3
Dallas College - Brookhaven,brookhavencollege,njcaa-3,NJCAA,2022,5
Dallas College - Cedar Valley,dallascollegecedarvalley,njcaa-3,NJCAA,2022,5
Dallas College - Eastfield,dallascollegeeastfield,njcaa-3,NJCAA,2022,5
Dallas College - Mountain View,dallascollegemountainview,njcaa-3,NJCAA,2022,5
Dallas College - North Lake,dallascollegenorthlake,njcaa-3,NJCAA,2022,5
Dallas College - Richland,richlandcollege,njcaa-3,NJCAA,2022,5
Delaware County,delawarecountycommunitycollege,njcaa-3,NJCAA,2022,19
Delta,deltacollege,njcaa-3,NJCAA,2022,12
DuPage,collegeofdupage,njcaa-3,NJCAA,2022,4
Erie,eriecommunitycollege,njcaa-3,NJCAA,2022,3
Finger Lakes,fingerlakescommunitycollege,njcaa-3,NJCAA,2022,3
Fulton-Montgomery,fultonmontgomerycommunitycollege,njcaa-3,NJCAA,2022,3
Genesee,geneseecommunitycollege,njcaa-3,NJCAA,2022,3
Harper,harpercollege,njcaa-3,NJCAA,2022,4
Herkimer,herkimercollege,njcaa-3,NJCAA,2022,3
Holyoke,holyokecommunitycollege,njcaa-3,NJCAA,2022,21
Hudson Valley,hudsonvalleycommunitycollege,njcaa-3,NJCAA,2022,3
Illinois Valley,illinoisvalleycommunitycollege,njcaa-3,NJCAA,2022,NA
Jamestown,jamestowncommunitycollege,njcaa-3,NJCAA,2022,3
Jefferson (NY),jeffersoncommunitycollege,njcaa-3,NJCAA,2022,3
Joliet,jolietjuniorcollege,njcaa-3,NJCAA,2022,4
Kingsborough,kingsboroughcommunitycollege,njcaa-3,NJCAA,2022,15
Lorain County,loraincountycommunitycollege,njcaa-3,NJCAA,2022,12
Massasoit,massasoitcommunitycollege,njcaa-3,NJCAA,2022,21
Middlesex College,middlesexcountycollege,njcaa-3,NJCAA,2022,19
Milwaukee Area Tech,milwaukeeareatechnicalcollege,njcaa-3,NJCAA,2022,4
Minnesota North College - Hibbing,hibbingcommunitycollege,njcaa-3,NJCAA,2022,13
Minnesota North College - Itasca,itascacommunitycollege,njcaa-3,NJCAA,2022,13
Minnesota North College - Mesabi Range,mesabirangectc,njcaa-3,NJCAA,2022,13
Minnesota North College - Rainy River,rainyrivercommunitycollege,njcaa-3,NJCAA,2022,13
Minnesota North College - Vermilion,vermilioncommunitycollege,njcaa-3,NJCAA,2022,13
Minnesota State,minnesotastatecommunityandtechnical,njcaa-3,NJCAA,2022,13
Minnesota West,minnesotawestcommunitytechnicalcol,njcaa-3,NJCAA,2022,13
Mohawk Valley,mohawkvalleycommunitycollege,njcaa-3,NJCAA,2022,3
Monroe College - Bronx,monroecollegebronx,njcaa-3,NJCAA,2022,15
Montgomery County,montgomerycountycommunitycollegepa,njcaa-3,NJCAA,2022,19
Nassau,nassaucommunitycollege,njcaa-3,NJCAA,2022,15
Niagara County,niagaracountycommunitycollege,njcaa-3,NJCAA,2022,3
North Arkansas,northarkansascollege,njcaa-3,NJCAA,2022,2
North Dakota SCS,northdakotastatecollegeofscience,njcaa-3,NJCAA,2022,13
Northampton,northamptoncommunitycollege,njcaa-3,NJCAA,2022,19
Northern Essex,northernessexcommunitycollege,njcaa-3,NJCAA,2022,21
Northland,northlandcommunitytechnicalcollege,njcaa-3,NJCAA,2022,13
Oakton,oaktoncommunitycollege,njcaa-3,NJCAA,2022,4
Ocean County,oceancountycollege,njcaa-3,NJCAA,2022,19
Onondaga,onondagacommunitycollege,njcaa-3,NJCAA,2022,3
Owens,owenscommunitycollege,njcaa-3,NJCAA,2022,12
Prince George's,princegeorgescommunitycollege,njcaa-3,NJCAA,2022,20
Queensborough,queensboroughcommunitycollege,njcaa-3,NJCAA,2022,15
Quincy College,quincycollege,njcaa-3,NJCAA,2022,21
Quinsigamond,quinsigamondcommunitycollege,njcaa-3,NJCAA,2022,21
RCSJ Cumberland,rowancollegeofsouthjerseycumberland,njcaa-3,NJCAA,2022,19
RCSJ Gloucester,rowancollegesouthjerseygloucester,njcaa-3,NJCAA,2022,19
Rhode Island,communitycollegeofrhodeisland,njcaa-3,NJCAA,2022,21
Ridgewater,ridgewatercollege,njcaa-3,NJCAA,2022,13
Riverland,riverlandcommunitycollege,njcaa-3,NJCAA,2022,13
Rochester,rochestercommunityandtechnicalcolleg,njcaa-3,NJCAA,2022,13
Rock Valley,rockvalleycollege,njcaa-3,NJCAA,2022,NA
Rockingham,rockinghamcommunitycollege,njcaa-3,NJCAA,2022,10
SUNY Adirondack,sunyadirondack,njcaa-3,NJCAA,2022,3
SUNY Broome,sunybroomecommunitycollege,njcaa-3,NJCAA,2022,3
Salem,salemcommunitycollege,njcaa-3,NJCAA,2022,19
Schenectady County,schenectadycountycommunitycollege,njcaa-3,NJCAA,2022,3
St. Cloud Tech,stcloudtechnicalcommunitycollege,njcaa-3,NJCAA,2022,13
Suffolk County,suffolkcc,njcaa-3,NJCAA,2022,15
Surry,surrycommunitycollege,njcaa-3,NJCAA,2022,10
Terra State,terrastate,njcaa-3,NJCAA,2022,12
Tompkins Cortland,tompkinscortlandcommunitycollege,njcaa-3,NJCAA,2022,3
Union,unioncountycollege,njcaa-3,NJCAA,2022,19
Virginia Peninsula Community College,thomasnelsoncommunitycollege,njcaa-3,NJCAA,2022,10
Waubonsee,waubonseecommunitycollege,njcaa-3,NJCAA,2022,4
Western Tech,westerntechnicalcollege,njcaa-3,NJCAA,2022,13
Westmoreland,westmorelandcountycc,njcaa-3,NJCAA,2022,20
Alexandria Technical & Community College,alexandriatechnicalcommunitycollege,njcaa-3,NJCAA,2023,13
Anoka-Ramsey,anokaramseycommunitycollege,njcaa-3,NJCAA,2023,13
Atlantic Cape,atlanticcapecommunitycollege,njcaa-3,NJCAA,2023,19
Bergen,bergencommunitycollege,njcaa-3,NJCAA,2023,19
Borough of Manhattan,boroughofmanhattancommunitycollege,njcaa-3,NJCAA,2023,15
Bronx,bronxcommunitycollege,njcaa-3,NJCAA,2023,15
Brookdale,brookdalecommunitycollege,njcaa-3,NJCAA,2023,19
Bunker Hill,bunkerhillcommunitycollege,njcaa-3,NJCAA,2023,21
Butler County,butlercountycommunitycollegepa,njcaa-3,NJCAA,2023,20
CC of Allegheny County,ccofalleghenycounty,njcaa-3,NJCAA,2023,20
Caldwell Tech,caldwellcommunitycollegetechnicali,njcaa-3,NJCAA,2023,10
Camden County,camdencountycollege,njcaa-3,NJCAA,2023,19
Camp,campcommunitycollege,njcaa-3,NJCAA,2023,10
Cayuga,cayugacommunitycollege,njcaa-3,NJCAA,2023,3
Central Lakes,centrallakescollegebrainerd,njcaa-3,NJCAA,2023,13
Century,centurycollege,njcaa-3,NJCAA,2023,13
Columbia-Greene,columbiagreenecommunitycollege,njcaa-3,NJCAA,2023,3
Corning,corningcommunitycollege,njcaa-3,NJCAA,2023,3
Dallas College - Brookhaven,dallascollegebrookhaven,njcaa-3,NJCAA,2023,5
Dallas College - Cedar Valley,dallascollegecedarvalley,njcaa-3,NJCAA,2023,5
Dallas College - Eastfield,dallascollegeeastfield,njcaa-3,NJCAA,2023,5
Dallas College - Mountain View,dallascollegemountainview,njcaa-3,NJCAA,2023,5
Dallas College - North Lake,dallascollegenorthlake,njcaa-3,NJCAA,2023,5
Dallas College - Richland,dallascollegerichland,njcaa-3,NJCAA,2023,5
Delaware County,delawarecountycommunitycollege,njcaa-3,NJCAA,2023,19
Delta,deltacollege,njcaa-3,NJCAA,2023,12
DuPage,collegeofdupage,njcaa-3,NJCAA,2023,4
Erie,eriecommunitycollege,njcaa-3,NJCAA,2023,3
Finger Lakes,fingerlakescommunitycollege,njcaa-3,NJCAA,2023,3
Fulton-Montgomery,fultonmontgomerycommunitycollege,njcaa-3,NJCAA,2023,3
Genesee,geneseecommunitycollege,njcaa-3,NJCAA,2023,3
Harper,harpercollege,njcaa-3,NJCAA,2023,4
Herkimer,herkimercollege,njcaa-3,NJCAA,2023,3
Holyoke,holyokecommunitycollege,njcaa-3,NJCAA,2023,21
Hudson Valley,hudsonvalleycommunitycollege,njcaa-3,NJCAA,2023,3
Jamestown,jamestowncommunitycollege,njcaa-3,NJCAA,2023,3
Jefferson (NY),jeffersoncommunitycollege,njcaa-3,NJCAA,2023,3
Joliet,jolietjuniorcollege,njcaa-3,NJCAA,2023,4
Kingsborough,kingsboroughcommunitycollege,njcaa-3,NJCAA,2023,15
Lorain County,loraincountycommunitycollege,njcaa-3,NJCAA,2023,12
Luzerne County,luzernecountycommunitycollege,njcaa-3,NJCAA,2023,19
Massasoit,massasoitcommunitycollege,njcaa-3,NJCAA,2023,21
Middlesex College,middlesexcollege,njcaa-3,NJCAA,2023,19
Milwaukee Area Tech,milwaukeeareatechnicalcollege,njcaa-3,NJCAA,2023,4
Minnesota North College - Hibbing,minnesotanorthcollegehibbing,njcaa-3,NJCAA,2023,13
Minnesota North College - Itasca,minnesotanorthcollegeitasca,njcaa-3,NJCAA,2023,13
Minnesota North College - Mesabi Range,minnesotanorthcollegemesabirange,njcaa-3,NJCAA,2023,13
Minnesota North College - Rainy River,minnesotanorthcollegerainyriver,njcaa-3,NJCAA,2023,13
Minnesota North College - Vermilion,minnesotanorthcollegevermilion,njcaa-3,NJCAA,2023,13
Minnesota State,minnesotastatecommunityandtechnical,njcaa-3,NJCAA,2023,13
Minnesota West,minnesotawestcommunitytechnicalcol,njcaa-3,NJCAA,2023,13
Mohawk Valley,mohawkvalleycommunitycollege,njcaa-3,NJCAA,2023,3
Monroe College - Bronx,monroecollegebronx,njcaa-3,NJCAA,2023,15
Montgomery County,montgomerycountycommunitycollegepa,njcaa-3,NJCAA,2023,19
Nassau,nassaucommunitycollege,njcaa-3,NJCAA,2023,15
Niagara County,niagaracountycommunitycollege,njcaa-3,NJCAA,2023,3
North Arkansas,northarkansascollege,njcaa-3,NJCAA,2023,2
North Dakota SCS,northdakotastatecollegeofscience,njcaa-3,NJCAA,2023,13
Northampton,northamptoncommunitycollege,njcaa-3,NJCAA,2023,19
Northern Essex,northernessexcommunitycollege,njcaa-3,NJCAA,2023,21
Northland,northlandcommunitytechnicalcollege,njcaa-3,NJCAA,2023,13
Oakton,oaktoncommunitycollege,njcaa-3,NJCAA,2023,4
Ocean County,oceancountycollege,njcaa-3,NJCAA,2023,19
Onondaga,onondagacommunitycollege,njcaa-3,NJCAA,2023,3
Owens,owenscommunitycollege,njcaa-3,NJCAA,2023,12
Prince George's,princegeorgescommunitycollege,njcaa-3,NJCAA,2023,20
Queensborough,queensboroughcommunitycollege,njcaa-3,NJCAA,2023,15
Quincy College,quincycollege,njcaa-3,NJCAA,2023,21
Quinsigamond,quinsigamondcommunitycollege,njcaa-3,NJCAA,2023,21
RCSJ Cumberland,rowancollegeofsouthjerseycumberland,njcaa-3,NJCAA,2023,19
RCSJ Gloucester,rowancollegesouthjerseygloucester,njcaa-3,NJCAA,2023,19
Rhode Island,communitycollegeofrhodeisland,njcaa-3,NJCAA,2023,21
Ridgewater,ridgewatercollege,njcaa-3,NJCAA,2023,13
Riverland,riverlandcommunitycollege,njcaa-3,NJCAA,2023,13
Rochester,rochestercommunityandtechnicalcolleg,njcaa-3,NJCAA,2023,13
Rockingham,rockinghamcommunitycollege,njcaa-3,NJCAA,2023,10
Roxbury,roxburycommunitycollege,njcaa-3,NJCAA,2023,21
SUNY Adirondack,sunyadirondack,njcaa-3,NJCAA,2023,3
SUNY Broome,sunybroomecommunitycollege,njcaa-3,NJCAA,2023,3
Salem,salemcommunitycollege,njcaa-3,NJCAA,2023,19
Schenectady County,schenectadycountycommunitycollege,njcaa-3,NJCAA,2023,3
St. Cloud Tech,stcloudtechnicalcommunitycollege,njcaa-3,NJCAA,2023,13
Suffolk County,suffolkcc,njcaa-3,NJCAA,2023,15
Surry,surrycommunitycollege,njcaa-3,NJCAA,2023,10
Terra State,terrastate,njcaa-3,NJCAA,2023,12
Tompkins Cortland,tompkinscortlandcommunitycollege,njcaa-3,NJCAA,2023,3
Union,unioncollege,njcaa-3,NJCAA,2023,19
Virginia Peninsula Community College,virginiapeninsulacommunitycollege,njcaa-3,NJCAA,2023,10
Waubonsee,waubonseecommunitycollege,njcaa-3,NJCAA,2023,4
Western Tech,westerntechnicalcollege,njcaa-3,NJCAA,2023,13
Westmoreland,westmorelandcountycc,njcaa-3,NJCAA,2023,20
Grossmont,grossmont,cccaa-1,CCCAA,2013,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2013,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2013,0
LA Mission,lamission,cccaa-1,CCCAA,2013,0
Barstow,barstow,cccaa-1,CCCAA,2013,0
Fresno City,fresno,cccaa-1,CCCAA,2013,0
Fullerton,fullerton,cccaa-1,CCCAA,2013,0
Cypress,cypress,cccaa-1,CCCAA,2013,0
Chaffey,chaffey,cccaa-1,CCCAA,2013,0
Sierra,sierra,cccaa-1,CCCAA,2013,0
Palomar,palomar,cccaa-1,CCCAA,2013,0
El Camino-Compton Center,elcaminocomptoncenter,cccaa-1,CCCAA,2013,0
Canyons,canyons,cccaa-1,CCCAA,2013,0
Santa Ana,santaana,cccaa-1,CCCAA,2013,0
Ventura,ventura,cccaa-1,CCCAA,2013,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2013,0
Feather River,featherriver,cccaa-1,CCCAA,2013,0
Mission,mission,cccaa-1,CCCAA,2013,0
Gavilan,gavilan,cccaa-1,CCCAA,2013,0
Ohlone,ohlone,cccaa-1,CCCAA,2013,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2013,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2013,0
West Valley,westvalley,cccaa-1,CCCAA,2013,0
Southwestern,southwestern,cccaa-1,CCCAA,2013,0
Solano,solano,cccaa-1,CCCAA,2013,0
El Camino,elcamino,cccaa-1,CCCAA,2013,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2013,0
San Bernardino,sanbernardino,cccaa-1,CCCAA,2013,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2013,0
Oxnard,oxnard,cccaa-1,CCCAA,2013,0
LA Harbor,laharbor,cccaa-1,CCCAA,2013,0
Chabot,chabot,cccaa-1,CCCAA,2013,0
San Joaquin  Delta,sanjoaquindelta,cccaa-1,CCCAA,2013,0
San Mateo,sanmateo,cccaa-1,CCCAA,2013,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2013,0
Laney,laney,cccaa-1,CCCAA,2013,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2013,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2013,0
Glendale,glendale,cccaa-1,CCCAA,2013,0
Golden West,goldenwest,cccaa-1,CCCAA,2013,0
Saddleback,saddleback,cccaa-1,CCCAA,2013,0
Mendocino,mendocino,cccaa-1,CCCAA,2013,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2013,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2013,0
San Diego City,sandiego,cccaa-1,CCCAA,2013,0
Citrus,citrus,cccaa-1,CCCAA,2013,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2013,0
LA Pierce,lapierce,cccaa-1,CCCAA,2013,0
Reedley,reedley,cccaa-1,CCCAA,2013,0
Shasta,shasta,cccaa-1,CCCAA,2013,0
Sequoias,sequoias,cccaa-1,CCCAA,2013,0
Canada,canada,cccaa-1,CCCAA,2013,0
Lassen,lassen,cccaa-1,CCCAA,2013,0
American River,americanriver,cccaa-1,CCCAA,2013,0
Monterey,monterey,cccaa-1,CCCAA,2013,0
Marin,marin,cccaa-1,CCCAA,2013,0
De Anza,deanza,cccaa-1,CCCAA,2013,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2013,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2013,0
Cuesta,cuesta,cccaa-1,CCCAA,2013,0
Desert,desert,cccaa-1,CCCAA,2013,0
Hartnell,hartnell,cccaa-1,CCCAA,2013,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2013,0
Yuba,yuba,cccaa-1,CCCAA,2013,0
Long Beach,longbeach,cccaa-1,CCCAA,2013,0
Butte,butte,cccaa-1,CCCAA,2013,0
West LA,westla,cccaa-1,CCCAA,2013,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2013,0
Merced,merced,cccaa-1,CCCAA,2013,0
Cerritos,cerritos,cccaa-1,CCCAA,2013,0
Napa,napa,cccaa-1,CCCAA,2013,0
Modesto,modesto,cccaa-1,CCCAA,2013,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2013,0
Taft,taft,cccaa-1,CCCAA,2013,0
Porterville,porterville,cccaa-1,CCCAA,2013,0
Skyline,skyline,cccaa-1,CCCAA,2013,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2013,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2013,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2013,0
Contra Costa,contracosta,cccaa-1,CCCAA,2013,0
Riverside,riverside,cccaa-1,CCCAA,2013,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2013,0
LA Valley,lavalley,cccaa-1,CCCAA,2013,0
Pasadena,pasadena,cccaa-1,CCCAA,2013,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2013,0
Redwoods,redwoods,cccaa-1,CCCAA,2013,0
Santa Ana,santaana,cccaa-1,CCCAA,2014,0
Chabot,chabot,cccaa-1,CCCAA,2014,0
Chaffey,chaffey,cccaa-1,CCCAA,2014,0
Mission,mission,cccaa-1,CCCAA,2014,0
Sequoias,sequoias,cccaa-1,CCCAA,2014,0
Barstow,barstow,cccaa-1,CCCAA,2014,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2014,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2014,0
West Valley,westvalley,cccaa-1,CCCAA,2014,0
Grossmont,grossmont,cccaa-1,CCCAA,2014,0
LA Pierce,lapierce,cccaa-1,CCCAA,2014,0
Southwestern,southwestern,cccaa-1,CCCAA,2014,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2014,0
Fullerton,fullerton,cccaa-1,CCCAA,2014,0
Oxnard,oxnard,cccaa-1,CCCAA,2014,0
Long Beach,longbeach,cccaa-1,CCCAA,2014,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2014,0
San Joaquin  Delta,sanjoaquindelta,cccaa-1,CCCAA,2014,0
Feather River,featherriver,cccaa-1,CCCAA,2014,0
LA Mission,lamission,cccaa-1,CCCAA,2014,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2014,0
El Camino,elcamino,cccaa-1,CCCAA,2014,0
Citrus,citrus,cccaa-1,CCCAA,2014,0
Palomar,palomar,cccaa-1,CCCAA,2014,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2014,0
Saddleback,saddleback,cccaa-1,CCCAA,2014,0
Sierra,sierra,cccaa-1,CCCAA,2014,0
San Bernardino,sanbernardino,cccaa-1,CCCAA,2014,0
San Mateo,sanmateo,cccaa-1,CCCAA,2014,0
Cypress,cypress,cccaa-1,CCCAA,2014,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2014,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2014,0
Fresno City,fresno,cccaa-1,CCCAA,2014,0
Reedley,reedley,cccaa-1,CCCAA,2014,0
Ohlone,ohlone,cccaa-1,CCCAA,2014,0
El Camino-Compton Center,elcaminocomptoncenter,cccaa-1,CCCAA,2014,0
Riverside,riverside,cccaa-1,CCCAA,2014,0
Canyons,canyons,cccaa-1,CCCAA,2014,0
Taft,taft,cccaa-1,CCCAA,2014,0
LA Harbor,laharbor,cccaa-1,CCCAA,2014,0
Butte,butte,cccaa-1,CCCAA,2014,0
Cerritos,cerritos,cccaa-1,CCCAA,2014,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2014,0
Canada,canada,cccaa-1,CCCAA,2014,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2014,0
Shasta,shasta,cccaa-1,CCCAA,2014,0
Merced,merced,cccaa-1,CCCAA,2014,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2014,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2014,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2014,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2014,0
Golden West,goldenwest,cccaa-1,CCCAA,2014,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2014,0
Hartnell,hartnell,cccaa-1,CCCAA,2014,0
San Diego City,sandiego,cccaa-1,CCCAA,2014,0
LA Valley,lavalley,cccaa-1,CCCAA,2014,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2014,0
